Corrected aerodynamic data exported from BAL structure (combined file)
run	time	AoA_deg	AoA_corr_deg	AoS_deg	elevator_deflection_deg	rpmM1	rpmM2	rpmAvg	J_M1	J_M2	J_avg	V_mps	V_corr_mps	q_Pa	q_corr_Pa	rho_kgpm3	Re	Re_corr	CL	CL_corr	CD	CD0	CDinduced	CDS	CD_corr	CMpitch	CMpitch_corr	CMpitch25c	CMpitch25c_corr	CLalpha_2pi_1pdeg	epsilon_total
77	09:57:24	4	4.416386774	0	0	1656	1656	1656	3.570303016	3.570303016	3.570303016	20.02340181	20.14470192	243.763529	246.7258733	1.215970389	223479.0141	224832.8315	0.66160003	0.6536564486	0.1002324272	-0.01534659983	0.01939155966	0.0961874674	0.1036908568	-0.1256319458	-0.1780683156	-0.1256319458	-0.1780683156	0.1096622711	0.006057917175
78	09:57:48	0	0.1446216186	0	0	1656	1656	1656	3.572185248	3.572185248	3.572185248	20.03395797	20.16551864	244.0434645	247.2591986	1.216084241	223635.7249	225104.3146	0.2300229228	0.2270313554	0.08694895986	-0.01534659983	0.002344034196	0.0999515255	0.08638052877	-0.01825339967	-0.03675238789	-0.01825339967	-0.03675238789	0.1096622711	0.006566883452
79	09:58:18	-2	-1.993930673	0	0	1656	1656	1656	3.575939393	3.575939393	3.575939393	20.05501242	20.18876051	244.5566831	247.8294866	1.216084241	223870.7521	225363.7597	0.009655318661	0.009527811795	0.08526282441	-0.01534659983	4.130046405e-06	0.1006052942	0.08413784527	0.04825995325	0.04683632995	0.04825995325	0.04683632995	0.1096622711	0.006669060319
80	09:59:12	-2	-1.996357355	0	0	3108	3108	3108	1.904772043	1.904772043	1.904772043	20.04917338	20.0294799	244.416714	243.9367888	1.216096262	223807.7842	223587.947	0.005707104759	0.005718333009	0.02776950689	-0.01534659983	1.442957026e-06	0.04311466376	0.02782449784	0.05212328394	0.05175391107	0.05212328394	0.05175391107	0.1096622711	-0.0009822589319
81	09:59:30	-0.005	0.1444672943	0	0	3108	3108	3108	1.90348021	1.90348021	1.90348021	20.03557585	20.00817052	244.0901206	243.4228281	1.216120303	223660.4173	223354.4871	0.2339967895	0.2346382425	0.02736879197	-0.01534659983	0.002425724673	0.04028966713	0.02804452077	-0.01848067394	-0.03789549712	-0.01848067394	-0.03789549712	0.1096622711	-0.001367833333
82	09:59:56	4	4.432713619	0	0	3108	3108	3108	1.895896956	1.895896956	1.895896956	19.95575634	19.91313844	242.1539257	241.1207329	1.216144345	222773.7829	222298.0229	0.6763885225	0.6792868205	0.03987828049	-0.01534659983	0.02026815268	0.03495672764	0.04508379928	-0.1434214838	-0.2000960407	-0.1434214838	-0.2000960407	0.1096622711	-0.002135619327
83	10:00:20	8	8.669052443	0	0	3108	3108	3108	1.899587983	1.899587983	1.899587983	19.99460721	19.95203981	243.133679	242.0995449	1.216324244	223264.4173	222789.0998	1.045831301	1.050298595	0.06789351979	-0.01534659983	0.04845571209	0.03478440754	0.0802196839	-0.3201872676	-0.4082337177	-0.3201872676	-0.4082337177	0.1096622711	-0.002128944252
84	10:00:58	12	12.82217984	0	0	3106.8	3106.2	3106.5	1.895927242	1.896293463	1.896110352	19.94837008	19.99575987	242.0606167	243.2120719	1.216576149	222830.0552	223359.4152	1.296822203	1.29068257	0.1280462328	-0.01534659983	0.07450451347	0.06888831915	0.1456161317	-0.5656959527	-0.6695348474	-0.5656959527	-0.6695348474	0.1096622711	0.002375622174
85	10:07:09	-1.996	-1.986445177	0	0	1320	1320	1320	4.463911771	4.463911771	4.463911771	19.95547118	20.09091375	242.3405441	245.6413546	1.217116362	223080.0621	224594.1599	0.01520374779	0.01499944713	0.08665422757	-0.01534659983	1.024054384e-05	0.1019905869	0.08549226448	0.04567783089	0.04382616378	0.04567783089	0.04382616378	0.1096622711	0.006787239591
86	10:07:28	-0.004	0.1427620644	0	0	1320	1320	1320	4.473437049	4.473437049	4.473437049	19.99805299	20.12840548	243.3902837	246.5735868	1.217188396	223581.293	225038.6539	0.2334047831	0.2303914913	0.0867990129	-0.01534659983	0.002413466148	0.09973214658	0.0862575796	-0.01397735708	-0.03281059479	-0.01397735708	-0.03281059479	0.1096622711	0.006518259385
87	10:07:51	4	4.418421445	0	0	1320	1320	1320	4.474316594	4.474316594	4.474316594	20.0019849	20.12123597	243.4835948	246.3955293	1.217176365	223623.0421	224956.2742	0.6647061199	0.6568505362	0.09975623081	-0.01534659983	0.01957406665	0.095528764	0.1032848529	-0.1251099142	-0.1778397348	-0.1251099142	-0.1778397348	0.1096622711	0.005961962005
88	10:08:20	8	8.643166672	0	0	1320	1320	1320	4.474524378	4.474524378	4.474524378	20.00291378	20.12579548	243.5302504	246.5315461	1.217296533	223667.494	225041.5259	1.022105535	1.009662336	0.1278163534	-0.01534659983	0.04628211403	0.09688083918	0.1373831165	-0.2914529755	-0.3712299466	-0.2914529755	-0.3712299466	0.1096622711	0.006143189886
89	10:09:05	12	12.77933599	0	0	1320	1320	1320	4.471136979	4.471136979	4.471136979	19.98777075	20.21688858	243.203662	248.8112572	1.217506774	223566.73	226129.4532	1.251633765	1.223425011	0.1909912226	-0.01534659983	0.06940268124	0.1369351412	0.2030179049	-0.5012049963	-0.5908755586	-0.5012049963	-0.5908755586	0.1096622711	0.01146290043
90	10:10:11	-1.996	-1.988452268	0	0	1620	1620	1620	7.293754452	7.293754452	7.293754452	40.01645442	40.56649878	973.5481154	1000.495778	1.215934563	446582.2379	452720.7138	0.01217662575	0.01184865675	0.08342116859	-0.01534659983	6.568642478e-06	0.09876119978	0.08117580884	0.04933775482	0.0470310337	0.04933775482	0.0470310337	0.1096622711	0.01374545455
91	10:10:32	-0.005	0.1420778608	0	0	1620	1620	1620	7.288391288	7.288391288	7.288391288	39.98702996	40.52292565	971.7769673	997.9985046	1.215509341	445966.5144	451943.2406	0.2371172873	0.2308872381	0.08336090936	-0.01534659983	0.002490853263	0.09621665593	0.08175232487	-0.01701767297	-0.03562514891	-0.01701767297	-0.03562514891	0.1096622711	0.0134017376
92	10:11:02	4	4.413398013	0	0	1620	1620	1620	7.297452099	7.297452099	7.297452099	40.0367412	40.53957381	973.9259671	998.5432061	1.215174086	446302.2643	451907.499	0.665368023	0.6489646029	0.09404322738	-0.01534659983	0.01961306911	0.0897767581	0.09631996328	-0.1337456904	-0.1840060151	-0.1337456904	-0.1840060151	0.1096622711	0.01255927919
93	10:11:25	8	8.638953698	0	0	1620	1620	1620	7.294141785	7.294141785	7.294141785	40.01857949	40.52894222	973.0521887	998.0293992	1.215186097	446104.2192	451793.4508	1.028795871	1.003048683	0.122813138	-0.01534659983	0.04688998927	0.09126974855	0.1307171221	-0.3038089988	-0.3789850486	-0.3038089988	-0.3789850486	0.1096622711	0.01275314469
94	10:12:21	12	12.74443114	0	0	1620	1620	1620	7.285289075	7.285289075	7.285289075	39.97000998	40.69587145	970.6198452	1006.193155	1.215096161	445517.9036	453608.5765	1.211460745	1.168630332	0.1819365255	-0.01534659983	0.06501901721	0.1322641082	0.190405315	-0.5039443448	-0.5825721299	-0.5039443448	-0.5825721299	0.1096622711	0.01816015216
