source_file,Run_nr,Alpha,Beta,CL,CD,Cyaw,Cm_p_qc,Ct,Cn,Cside,Cm_roll,Cm_pitch,Cm_yaw,V,Re,M,V_nominal,prop_speed_hz,test_block,advance_ratio_J,advance_ratio_nominal_J,Ct_zero_thrust_ref,Ct_minus_Ct0,elevator_tag,delta_e_deg
corr_elevator0rudder0.txt,91,-0.005,0.0,0.2117,0.068918,0.00187,0.05509,0.068934,0.2117,0.001866,-0.00087,0.0016,0.00159,40.2,348300.0,0.118,40.0,,FREE,,,0.0497146009036144,0.0192193990963855,0,0
corr_elevator0rudder0.txt,66,-0.004,0.0,0.2127,0.067345,0.00275,0.05088,0.06736,0.2127,0.002745,-0.00082,-0.00282,0.00137,40.2,348100.0,0.118,40.0,39.4,CAL,5.021183900235822,4.996202885806787,0.049715,0.017645,0,0
corr_elevator0rudder0.txt,71,-0.004,0.0,0.2089,0.0497,0.00297,0.04755,0.049715,0.2089,0.002974,-0.0016,-0.00518,0.00118,40.23,347800.0,0.118,40.0,78.7,CAL,2.5156579855726418,2.501275650581797,0.049715,0.0,0,0
corr_elevator0rudder0.txt,67,4.0,0.0,0.6075,0.078398,0.00655,0.05228,0.035831,0.6115,0.006547,-0.00128,-0.10114,-0.00025,40.16,347600.0,0.118,40.0,39.4,CAL,5.016187697350015,4.996202885806787,0.018113,0.017718,0,0
corr_elevator0rudder0.txt,72,4.0,0.0,0.6115,0.060918,0.00744,0.04215,0.018113,0.6143,0.007435,-0.00198,-0.11185,-0.00053,40.21,347700.0,0.118,40.0,78.7,CAL,2.514407347747351,2.501275650581797,0.018113,0.0,0,0
corr_elevator0rudder0.txt,92,4.0,0.0,0.6065,0.080001,0.00679,0.05486,0.037495,0.6107,0.006792,-0.00115,-0.09838,-0.00031,40.25,348600.0,0.118,40.0,,FREE,,,0.018113,0.019382,0,0
corr_elevator0rudder0.txt,64,7.996,0.0,0.9871,-0.005884,-0.00522,-0.10801,-0.143137,0.9767,-0.005216,-0.00758,-0.35106,-0.00058,40.22,348500.0,0.118,40.0,123.0,MANDATORY,1.609211958261315,1.6004097048844503,-0.047848972,-0.0952880279999999,0,0
corr_elevator0rudder0.txt,68,8.0,0.0,0.9459,0.10578,-0.00232,-0.00341,-0.026894,0.9514,-0.002321,-0.00304,-0.24123,-0.0005,40.14,347400.0,0.118,40.0,39.4,CAL,5.013689595907112,4.996202885806787,-0.047915,0.0210209999999999,0,0
corr_elevator0rudder0.txt,73,8.0,0.0,0.9577,0.086216,0.00076,-0.01929,-0.047915,0.9604,0.000756,-0.00334,-0.2592,-0.0013,40.18,347400.0,0.118,40.0,78.7,CAL,2.5125313910094147,2.501275650581797,-0.047915,0.0,0,0
corr_elevator0rudder0.txt,93,8.0,0.0,0.9444,0.107329,-0.00113,-0.0029,-0.025146,0.9501,-0.001132,-0.00279,-0.24039,-0.00077,40.23,348400.0,0.118,40.0,,FREE,,,-0.047915,0.0227689999999999,0,0
corr_elevator0rudder0.txt,69,12.0,0.0,1.1252,0.161352,-0.00058,-0.1298,-0.076119,1.1342,-0.000583,-0.00286,-0.41199,-0.00154,40.23,348300.0,0.118,40.0,39.4,CAL,5.024931052400176,4.996202885806787,-0.105967,0.029848,0,0
corr_elevator0rudder0.txt,74,12.0,0.0,1.1492,0.135927,0.00148,-0.16438,-0.105967,1.1523,0.001476,-0.00354,-0.45075,-0.00202,40.16,347400.0,0.118,40.0,78.7,CAL,2.511280753184124,2.501275650581797,-0.105967,0.0,0,0
corr_elevator0rudder0.txt,94,12.0,0.0,1.1191,0.163384,0.00054,-0.12299,-0.072852,1.1286,0.000539,-0.00264,-0.40386,-0.00193,40.18,348000.0,0.118,40.0,,FREE,,,-0.105967,0.033115,0,0
corr_elevatorp10rudder0.txt,33,-2.0,0.0,0.0862,0.066609,0.00336,-0.16816,0.069578,0.0838,0.00336,-0.00051,-0.18737,0.00146,40.17,348700.0,0.118,40.0,39.4,BRK,5.017436748071466,4.996202885806787,0.051672,0.017906,p10,10
corr_elevatorp10rudder0.txt,38,-1.996,0.0,0.0835,0.063954,0.00333,-0.16441,0.066825,0.0813,0.003329,-0.0006,-0.18302,0.00143,40.21,348300.0,0.118,40.0,55.1,BRK,3.591358589250754,3.572602426511568,0.051672,0.0151529999999999,p10,10
corr_elevatorp10rudder0.txt,43,-1.996,0.0,0.0796,0.048929,0.00306,-0.17028,0.051672,0.0778,0.003061,-0.0014,-0.18796,0.00145,40.24,348300.0,0.118,40.0,78.7,ZERO,2.516283304485288,2.501275650581797,0.051672,0.0,p10,10
corr_elevatorp10rudder0.txt,48,-1.996,0.0,0.0853,0.002154,0.00794,-0.21183,0.005123,0.0852,0.007937,-0.00252,-0.23091,-0.00028,40.25,348100.0,0.118,40.0,,FREE,,,0.051672,-0.046549,p10,10
corr_elevatorp10rudder0.txt,34,-0.004,0.0,0.2915,0.069279,0.00425,-0.17533,0.069299,0.2915,0.004248,-0.00098,-0.24638,0.00087,40.18,348500.0,0.118,40.0,39.4,BRK,5.018685798792918,4.996202885806787,0.051737,0.017562,p10,10
corr_elevatorp10rudder0.txt,39,-0.004,0.0,0.2889,0.066402,0.00391,-0.17185,0.066422,0.2889,0.003908,-0.00119,-0.24229,0.00093,40.19,347900.0,0.118,40.0,55.1,BRK,3.589572288037498,3.572602426511568,0.051737,0.0146849999999999,p10,10
corr_elevatorp10rudder0.txt,44,-0.004,0.0,0.288,0.051717,0.00368,-0.18049,0.051737,0.288,0.003676,-0.0018,-0.2506,0.00094,40.23,348000.0,0.118,40.0,78.7,ZERO,2.5156579855726418,2.501275650581797,0.051737,0.0,p10,10
corr_elevatorp10rudder0.txt,49,-0.004,0.0,0.2969,0.004633,0.00699,-0.22678,0.004654,0.2969,0.006989,-0.00324,-0.29866,-0.0002,40.22,347700.0,0.118,40.0,,FREE,,,0.051737,-0.047083,p10,10
corr_elevatorp10rudder0.txt,35,4.0,0.0,0.6879,0.084606,0.00654,-0.18255,0.036416,0.6921,0.006545,-0.0019,-0.35367,-0.0001,40.19,348400.0,0.118,40.0,39.4,BRK,5.019934849514369,4.996202885806787,0.018894,0.0175219999999999,p10,10
corr_elevatorp10rudder0.txt,40,4.0,0.0,0.6881,0.081882,0.00593,-0.18203,0.033686,0.6921,0.005934,-0.00205,-0.35316,5e-05,40.26,348500.0,0.118,40.0,55.1,BRK,3.595824342283893,3.572602426511568,0.018894,0.014792,p10,10
corr_elevatorp10rudder0.txt,45,4.0,0.0,0.692,0.067328,0.00661,-0.19363,0.018894,0.695,0.006608,-0.00254,-0.36536,-0.00017,40.21,347800.0,0.118,40.0,78.7,ZERO,2.514407347747351,2.501275650581797,0.018894,0.0,p10,10
corr_elevatorp10rudder0.txt,50,4.0,0.0,0.7067,0.020806,0.00529,-0.24651,-0.028538,0.7064,0.005292,-0.00447,-0.42054,-6e-05,40.22,347600.0,0.118,40.0,,FREE,,,0.018894,-0.047432,p10,10
corr_elevatorp10rudder0.txt,36,8.0,0.0,1.0171,0.115714,-0.00088,-0.22443,-0.026972,1.0233,-0.000876,-0.00344,-0.47793,-0.00105,40.2,348400.0,0.118,40.0,39.4,BRK,5.021183900235822,4.996202885806787,-0.04849,0.021518,p10,10
corr_elevatorp10rudder0.txt,41,8.0,0.0,1.0205,0.113053,-0.00189,-0.22633,-0.03007,1.0263,-0.00189,-0.00361,-0.48054,-0.00078,40.23,348200.0,0.118,40.0,55.1,BRK,3.5931448904640093,3.572602426511568,-0.04849,0.01842,p10,10
corr_elevatorp10rudder0.txt,46,8.0,0.0,1.0313,0.095968,0.00193,-0.24423,-0.04849,1.0346,0.001934,-0.00357,-0.50034,-0.00177,40.15,347300.0,0.118,40.0,78.7,ZERO,2.510655434271478,2.501275650581797,-0.04849,0.0,p10,10
corr_elevatorp10rudder0.txt,51,8.0,0.0,1.0506,0.051435,-0.00045,-0.2991,-0.095287,1.0476,-0.000446,-0.00541,-0.55789,-0.0014,40.19,347500.0,0.118,40.0,,FREE,,,-0.04849,-0.046797,p10,10
corr_elevatorp10rudder0.txt,63,8.004,0.0,1.0322,0.096786,0.00243,-0.2454,-0.047881,1.0356,0.002427,-0.00366,-0.50175,-0.00191,40.22,348800.0,0.118,40.0,78.7,REPLICATE,2.5150326666599967,2.501275650581797,-0.0485504799999999,0.0006694799999999,p10,10
corr_elevatorp10rudder0.txt,37,12.0,0.0,1.2012,0.175365,0.00084,-0.36738,-0.078202,1.2114,0.000838,-0.00315,-0.66639,-0.00196,40.21,348500.0,0.118,40.0,39.4,BRK,5.022432950957273,4.996202885806787,-0.10897,0.030768,p10,10
corr_elevatorp10rudder0.txt,42,12.0,0.0,1.2101,0.17064,0.00055,-0.38095,-0.084686,1.2192,0.000554,-0.00316,-0.68177,-0.00171,40.17,347800.0,0.118,40.0,55.1,BRK,3.5877859868242425,3.572602426511568,-0.10897,0.024284,p10,10
corr_elevatorp10rudder0.txt,47,12.0,0.0,1.2311,0.150269,0.00172,-0.42081,-0.10897,1.2354,0.001722,-0.00391,-0.72528,-0.00215,40.22,348000.0,0.118,40.0,78.7,ZERO,2.5150326666599967,2.501275650581797,-0.10897,0.0,p10,10
corr_elevatorp10rudder0.txt,52,12.0,0.0,1.2645,0.112074,-0.00518,-0.48909,-0.15327,1.2601,-0.005185,-0.00676,-0.79903,-0.00077,40.22,347800.0,0.118,40.0,,FREE,,,-0.10897,-0.0442999999999999,p10,10
